code;collectionpointcode;label;value;value_order
LISTE_HOPITAUX_602;PCS_602;Poste de Santé de Bira;Poste de Santé de Bira;562
LISTE_HOPITAUX_698;PCS_698;Poste de santé de bloc;Poste de santé de bloc;563
LISTE_HOPITAUX_398;PCS_398;Poste de sante de Boke namari;Poste de sante de Boke namari;564
LISTE_HOPITAUX_390;PCS_390;Poste de sante de Boki Dialloube;Poste de sante de Boki Dialloube;565
LISTE_HOPITAUX_595;PCS_595;Poste de sante de Botou;Poste de sante de Botou;566
LISTE_HOPITAUX_421;PCS_421;Poste de santé de Boukhou;Poste de santé de Boukhou;567
LISTE_HOPITAUX_771;PCS_771;Poste de Santé de Boumouda;Poste de Santé de Boumouda;568
LISTE_HOPITAUX_259;PCS_259;Poste de Santé de Bouna kane;Poste de Santé de Bouna kane;569
LISTE_HOPITAUX_334;PCS_334;Poste de santé de Boustane;Poste de santé de Boustane;570
LISTE_HOPITAUX_670;PCS_670;Poste de Santé de Boyinadji;Poste de Santé de Boyinadji;571
LISTE_HOPITAUX_33;PCS_33;Poste de Santé de Bransan;Poste de Santé de Bransan;572
LISTE_HOPITAUX_480;PCS_480;Poste de santé de Chantier 2;Poste de santé de Chantier 2;573
LISTE_HOPITAUX_72;PCS_72;Poste de Santé de Chateau d'Eau Nord;Poste de Santé de Chateau d'Eau Nord;574
LISTE_HOPITAUX_858;PCS_858;Poste de Santé de Cherif lo;Poste de Santé de Cherif lo;575
LISTE_HOPITAUX_423;PCS_423;Poste de santé de Dagga;Poste de santé de Dagga;576
LISTE_HOPITAUX_246;PCS_246;Poste de Santé de Dagga Sambe ;Poste de Santé de Dagga Sambe ;577
LISTE_HOPITAUX_96;PCS_96;Poste de Santé de Dalaba;Poste de Santé de Dalaba;578
LISTE_HOPITAUX_802;PCS_802;Poste de Santé de Dalla ngabou;Poste de Santé de Dalla ngabou;579
LISTE_HOPITAUX_902;PCS_902;Poste de Santé de Dara khara;Poste de Santé de Dara khara;580
LISTE_HOPITAUX_231;PCS_231;Poste de Santé de Darel;Poste de Santé de Darel;581
LISTE_HOPITAUX_888;PCS_888;Poste de Santé de Darou kosso;Poste de Santé de Darou kosso;582
LISTE_HOPITAUX_887;PCS_887;Poste de Santé de Darou miname;Poste de Santé de Darou miname;583
LISTE_HOPITAUX_814;PCS_814;Poste de Santé de Darou nahim;Poste de Santé de Darou nahim;584
LISTE_HOPITAUX_378;PCS_378;Poste de sante de Darou Salam;Poste de sante de Darou Salam;585
LISTE_HOPITAUX_78;PCS_78;Poste de Santé de Darou Salam;Poste de Santé de Darou Salam;586
LISTE_HOPITAUX_332;PCS_332;Poste de Santé de Darou Salam;Poste de Santé de Darou Salam;587
LISTE_HOPITAUX_886;PCS_886;Poste de Santé de Darou wahab;Poste de Santé de Darou wahab;588
LISTE_HOPITAUX_682;PCS_682;Poste de Santé de Darsalam;Poste de Santé de Darsalam;589
LISTE_HOPITAUX_376;PCS_376;Poste de Santé de Dego;Poste de Santé de Dego;590
LISTE_HOPITAUX_589;PCS_589;Poste de sante de Dembo coly;Poste de sante de Dembo coly;591
LISTE_HOPITAUX_443;PCS_443;Poste de santé de diafane sorokoum;Poste de santé de diafane sorokoum;592
LISTE_HOPITAUX_341;PCS_341;Poste de santé de Dialegne;Poste de santé de Dialegne;593
LISTE_HOPITAUX_116;PCS_116;Poste de santé de Dialeme;Poste de santé de Dialeme;594
LISTE_HOPITAUX_380;PCS_380;Poste de sante de Diamageune;Poste de sante de Diamageune;595
LISTE_HOPITAUX_118;PCS_118;Poste de santé de Diamageune;Poste de santé de Diamageune;596
LISTE_HOPITAUX_35;PCS_35;Poste de santé de Diamaguene;Poste de santé de Diamaguene;597
LISTE_HOPITAUX_877;PCS_877;Poste de Santé de Diamaguene;Poste de Santé de Diamaguene;598
LISTE_HOPITAUX_49;PCS_49;Poste de Santé de Diamagueune;Poste de Santé de Diamagueune;599
LISTE_HOPITAUX_309;PCS_309;Poste de santé de Diamagueune centre;Poste de santé de Diamagueune centre;600
LISTE_HOPITAUX_310;PCS_310;Poste de santé de Diamagueune t‚p‚;Poste de santé de Diamagueune t‚p‚;601
LISTE_HOPITAUX_77;PCS_77;Poste de santé de Diameguene;Poste de santé de Diameguene;602
LISTE_HOPITAUX_325;PCS_325;Poste de Santé de Diamel;Poste de Santé de Diamel;603
LISTE_HOPITAUX_349;PCS_349;Poste de santé de Diare;Poste de santé de Diare;604
LISTE_HOPITAUX_757;PCS_757;Poste de Santé de Diaroume;Poste de Santé de Diaroume;605
LISTE_HOPITAUX_765;PCS_765;Poste de Santé de Diarrere;Poste de Santé de Diarrere;606
LISTE_HOPITAUX_422;PCS_422;Poste de santé de Diass;Poste de santé de Diass;607
LISTE_HOPITAUX_467;PCS_467;Poste de santé de Diemane;Poste de santé de Diemane;608
LISTE_HOPITAUX_696;PCS_696;Poste de santé de diendé;Poste de santé de diendé;609
LISTE_HOPITAUX_880;PCS_880;Poste de Santé de Dimb Bapp;Poste de Santé de Dimb Bapp;610
LISTE_HOPITAUX_767;PCS_767;Poste de Santé de Diohine;Poste de Santé de Diohine;611
LISTE_HOPITAUX_214;PCS_214;Poste de santé de Diokhar;Poste de santé de Diokhar;612
LISTE_HOPITAUX_196;PCS_196;POSTE DE SANTE DE DIOKOUL KHER;POSTE DE SANTE DE DIOKOUL KHER;613
LISTE_HOPITAUX_195;PCS_195;POSTE DE SANTE DE DIOKOUL WAGUE;POSTE DE SANTE DE DIOKOUL WAGUE;614
LISTE_HOPITAUX_389;PCS_389;Poste de sante de Diongui;Poste de sante de Diongui;615
LISTE_HOPITAUX_703;PCS_703;Poste de santé de Diouroup;Poste de santé de Diouroup;616
LISTE_HOPITAUX_731;PCS_731;Poste de santé  de djibock;Poste de santé  de djibock;617
LISTE_HOPITAUX_438;PCS_438;Poste de santé de Djilakh;Poste de santé de Djilakh;618
LISTE_HOPITAUX_680;PCS_680;Poste de Santé de djinkord Peul;Poste de Santé de djinkord Peul;619
LISTE_HOPITAUX_769;PCS_769;Poste de Santé de Djiredji;Poste de Santé de Djiredji;620
LISTE_HOPITAUX_779;PCS_779;Poste de Santé de Doudou;Poste de Santé de Doudou;621
LISTE_HOPITAUX_523;PCS_523;Poste de santé de Doumga ouro alpha;Poste de santé de Doumga ouro alpha;622
LISTE_HOPITAUX_524;PCS_524;Poste de santé de Doundou;Poste de santé de Doundou;623
LISTE_HOPITAUX_478;PCS_478;Poste de santé de Elizabeth Diouf;Poste de santé de Elizabeth Diouf;624
LISTE_HOPITAUX_466;PCS_466;Poste de santé de Fadial;Poste de santé de Fadial;625
LISTE_HOPITAUX_479;PCS_479;Poste de santé de Fadiouth;Poste de santé de Fadiouth;626
LISTE_HOPITAUX_75;PCS_75;Poste de Santé de Fallokh Mbour;Poste de Santé de Fallokh Mbour;627
LISTE_HOPITAUX_304;PCS_304;Poste de santé de Farabougou;Poste de santé de Farabougou;628
LISTE_HOPITAUX_844;PCS_844;Poste de Santé de Fass diacksao;Poste de Santé de Fass diacksao;629
LISTE_HOPITAUX_379;PCS_379;Poste de sante de Fass hlm;Poste de sante de Fass hlm;630
LISTE_HOPITAUX_97;PCS_97;Poste de Santé de Fatiga;Poste de Santé de Fatiga;631
LISTE_HOPITAUX_704;PCS_704;Poste de santé de Fayile;Poste de santé de Fayile;632
LISTE_HOPITAUX_534;PCS_534;Poste de santé de Fissel Escale;Poste de santé de Fissel Escale;633
LISTE_HOPITAUX_681;PCS_681;Poste de Santé de fode kounda Ansou;Poste de Santé de fode kounda Ansou;634
LISTE_HOPITAUX_669;PCS_669;Poste de Santé de F‚t‚ Ni‚b‚;Poste de Santé de F‚t‚ Ni‚b‚;635
LISTE_HOPITAUX_258;PCS_258;Poste de Santé de Gadapara;Poste de Santé de Gadapara;636
LISTE_HOPITAUX_766;PCS_766;Poste de Santé de Gadiak;Poste de Santé de Gadiak;637
LISTE_HOPITAUX_100;PCS_100;Poste de Santé de Gankette balla;Poste de Santé de Gankette balla;638
LISTE_HOPITAUX_525;PCS_525;Poste de santé de Gaol;Poste de santé de Gaol;639
LISTE_HOPITAUX_798;PCS_798;Poste de Santé de Gappo;Poste de Santé de Gappo;640
LISTE_HOPITAUX_787;PCS_787;Poste de Santé de Gawane;Poste de Santé de Gawane;641
LISTE_HOPITAUX_876;PCS_876;Poste de Santé de Gawane;Poste de Santé de Gawane;642
LISTE_HOPITAUX_395;PCS_395;Poste de sante de Gayekada;Poste de sante de Gayekada;643
LISTE_HOPITAUX_281;PCS_281;Poste de santé de goudomp;Poste de santé de goudomp;644
LISTE_HOPITAUX_601;PCS_601;Poste de Santé de Gouille;Poste de Santé de Gouille;645
LISTE_HOPITAUX_607;PCS_607;Poste de Santé de Gouloumbou;Poste de Santé de Gouloumbou;646
LISTE_HOPITAUX_692;PCS_692;Poste de Santé de Gourgourene;Poste de Santé de Gourgourene;647
LISTE_HOPITAUX_160;PCS_160;Poste de Santé de Grand Thies;Poste de Santé de Grand Thies;648
LISTE_HOPITAUX_571;PCS_571;Poste de santé de Guelor Wolof;Poste de santé de Guelor Wolof;649
LISTE_HOPITAUX_539;PCS_539;Poste de santé de Guenelenne;Poste de santé de Guenelenne;650
LISTE_HOPITAUX_161;PCS_161;Poste de Santé de Guente;Poste de Santé de Guente;651
LISTE_HOPITAUX_927;PCS_927;Poste de Santé de Gueoul;Poste de Santé de Gueoul;652
LISTE_HOPITAUX_435;PCS_435;Poste de santé de Guereo;Poste de santé de Guereo;653
LISTE_HOPITAUX_803;PCS_803;Poste de Santé de Guigan;Poste de Santé de Guigan;654
LISTE_HOPITAUX_39;PCS_39;Poste de Santé de  Guinaw Rail;Poste de Santé de  Guinaw Rail;655
LISTE_HOPITAUX_122;PCS_122;Poste de Santé de HAMO TEFESS;Poste de Santé de HAMO TEFESS;656
LISTE_HOPITAUX_856;PCS_856;Poste de Santé de Henriette husnier boigny;Poste de Santé de Henriette husnier boigny;657
LISTE_HOPITAUX_164;PCS_164;Poste de Santé de Hersent;Poste de Santé de Hersent;658
LISTE_HOPITAUX_194;PCS_194;Poste de Santé de HLM;Poste de Santé de HLM;659
LISTE_HOPITAUX_182;PCS_182;Poste de Santé de Imam kaire;Poste de Santé de Imam kaire;660
LISTE_HOPITAUX_913;PCS_913;Poste de Santé de Kab gaye;Poste de Santé de Kab gaye;661
LISTE_HOPITAUX_308;PCS_308;Poste de santé de Kaffrine 2;Poste de santé de Kaffrine 2;662
LISTE_HOPITAUX_312;PCS_312;Poste de santé de Kahi;Poste de santé de Kahi;663
LISTE_HOPITAUX_784;PCS_784;Poste de santé de kandam;Poste de santé de kandam;664
LISTE_HOPITAUX_644;PCS_644;Poste de santé de kandé 2;Poste de santé de kandé 2;665
LISTE_HOPITAUX_320;PCS_320;Poste de santé de kanel;Poste de santé de kanel;666
LISTE_HOPITAUX_348;PCS_348;Poste de santé de Karantaba;Poste de santé de Karantaba;667
LISTE_HOPITAUX_396;PCS_396;Poste de sante de Karawoyndou;Poste de sante de Karawoyndou;668
LISTE_HOPITAUX_353;PCS_353;Poste de santé de Kathiote;Poste de santé de Kathiote;669
LISTE_HOPITAUX_53;PCS_53;poste de santé de Keur Cheikh Ibra;poste de santé de Keur Cheikh Ibra;670
LISTE_HOPITAUX_793;PCS_793;Poste de Santé de Keur Gane;Poste de Santé de Keur Gane;671
LISTE_HOPITAUX_834;PCS_834;Poste de Santé de Keur khar diop;Poste de Santé de Keur khar diop;672
LISTE_HOPITAUX_102;PCS_102;Poste de Santé de keur Momar Sarr;Poste de Santé de keur Momar Sarr;673
LISTE_HOPITAUX_290;PCS_290;Poste de Santé de Keur serigne louga est;Poste de Santé de Keur serigne louga est;674
LISTE_HOPITAUX_289;PCS_289;Poste de Santé de Keur serigne louga Nord;Poste de Santé de Keur serigne louga Nord;675
LISTE_HOPITAUX_244;PCS_244;Poste de Santé de Keur soce;Poste de Santé de Keur soce;676
LISTE_HOPITAUX_867;PCS_867;Poste de Santé de Kƒ;Poste de Santé de Kƒ;677
LISTE_HOPITAUX_845;PCS_845;Poste de Santé de Khandane;Poste de Santé de Khandane;678
LISTE_HOPITAUX_209;PCS_209;Poste de santé de Khémé;Poste de santé de Khémé;679
LISTE_HOPITAUX_658;PCS_658;Poste de Santé de Khor;Poste de Santé de Khor;680
LISTE_HOPITAUX_783;PCS_783;Poste de Santé de Kiréne;Poste de Santé de Kiréne;681
LISTE_HOPITAUX_842;PCS_842;Poste de Santé de Koul;Poste de Santé de Koul;682
LISTE_HOPITAUX_293;PCS_293;Poste de Santé de Koumpeul ;Poste de Santé de Koumpeul ;683
LISTE_HOPITAUX_710;PCS_710;Poste de santé de l'Agence de musulman d'Afrique;Poste de santé de l'Agence de musulman d'Afrique;684
LISTE_HOPITAUX_792;PCS_792;Poste de Santé de Lagnar;Poste de Santé de Lagnar;685
LISTE_HOPITAUX_245;PCS_245;Poste de Santé de Lamarame;Poste de Santé de Lamarame;686
LISTE_HOPITAUX_828;PCS_828;Poste de Santé de Lebou  est;Poste de Santé de Lebou  est;687
LISTE_HOPITAUX_99;PCS_99;Poste de Santé de Loboudou;Poste de Santé de Loboudou;688
LISTE_HOPITAUX_914;PCS_914;Poste de Santé de Lompoul sur mer;Poste de Santé de Lompoul sur mer;689
LISTE_HOPITAUX_586;PCS_586;Poste de santé de Louly Bentagne;Poste de santé de Louly Bentagne;690
LISTE_HOPITAUX_576;PCS_576;Poste de santé de Louly  Bétengné;Poste de santé de Louly  Bétengné;691
LISTE_HOPITAUX_577;PCS_577;Poste de santé de Louly  Ndia;Poste de santé de Louly  Ndia;692
LISTE_HOPITAUX_588;PCS_588;Poste de santé de Louly Ngogom;Poste de santé de Louly Ngogom;693
LISTE_HOPITAUX_587;PCS_587;Poste de santé de Louly Sindiane;Poste de santé de Louly Sindiane;694
LISTE_HOPITAUX_649;PCS_649;Poste de santé de lyndiane Ziguinchor;Poste de santé de lyndiane Ziguinchor;695
LISTE_HOPITAUX_292;PCS_292;Poste de Santé de Mabo;Poste de Santé de Mabo;696
LISTE_HOPITAUX_375;PCS_375;Poste de Santé de Madame ndiaye;Poste de Santé de Madame ndiaye;697
LISTE_HOPITAUX_612;PCS_612;Poste de Sante de  MAKO;Poste de Sante de  MAKO;698
LISTE_HOPITAUX_36;PCS_36;Poste de Santé de Malicounda Wolof keur Ma‹ssa;Poste de Santé de Malicounda Wolof keur Ma‹ssa;699
LISTE_HOPITAUX_32;PCS_32;Poste de Santé  de  Mamakhona;Poste de Santé  de  Mamakhona;700
LISTE_HOPITAUX_878;PCS_878;Poste de Santé de Mame Cheikh Anta Mbacke;Poste de Santé de Mame Cheikh Anta Mbacke;701
LISTE_HOPITAUX_881;PCS_881;Poste de Santé de Mame Seynabou Ndiaye Paléne;Poste de Santé de Mame Seynabou Ndiaye Paléne;702
LISTE_HOPITAUX_294;PCS_294;Poste de Santé de Mampatim;Poste de Santé de Mampatim;703
LISTE_HOPITAUX_501;PCS_501;Poste de santé de Mangoule;Poste de santé de Mangoule;704
LISTE_HOPITAUX_517;PCS_517;Poste de santé de Manguiline;Poste de santé de Manguiline;705
LISTE_HOPITAUX_605;PCS_605;Poste de sante de Marché Marinière;Poste de sante de Marché Marinière;706
LISTE_HOPITAUX_311;PCS_311;Poste de Santé de Marsasoum;Poste de Santé de Marsasoum;707
LISTE_HOPITAUX_780;PCS_780;Poste de Santé de Ma Salam;Poste de Santé de Ma Salam;708
LISTE_HOPITAUX_885;PCS_885;Poste de Santé de Mbadiane;Poste de Santé de Mbadiane;709
LISTE_HOPITAUX_542;PCS_542;Poste de santé de Mbafaye;Poste de santé de Mbafaye;710
LISTE_HOPITAUX_59;PCS_59;poste de santé de Mbakhane;poste de santé de Mbakhane;711
LISTE_HOPITAUX_527;PCS_527;Poste de santé de Mbakhna;Poste de santé de Mbakhna;712
LISTE_HOPITAUX_537;PCS_537;Poste de santé de Mbalamsone;Poste de santé de Mbalamsone;713
LISTE_HOPITAUX_223;PCS_223;Poste de Santé de Mbaling;Poste de Santé de Mbaling;714
LISTE_HOPITAUX_816;PCS_816;Poste de Santé de Mbam;Poste de Santé de Mbam;715
LISTE_HOPITAUX_275;PCS_275;Poste de sante de Mbarigo;Poste de sante de Mbarigo;716
LISTE_HOPITAUX_391;PCS_391;Poste de sante de Mbayebé salsalbé;Poste de sante de Mbayebé salsalbé;717
LISTE_HOPITAUX_354;PCS_354;Poste de santé de Mbelbouk;Poste de santé de Mbelbouk;718
LISTE_HOPITAUX_764;PCS_764;Poste de Santé de Mbétite;Poste de Santé de Mbétite;719
LISTE_HOPITAUX_469;PCS_469;Poste de santé de Mbodiene;Poste de santé de Mbodiene;720
LISTE_HOPITAUX_218;PCS_218;Poste de Santé de Mbouléme;Poste de Santé de Mbouléme;721
LISTE_HOPITAUX_540;PCS_540;Poste de santé de Mboulouctene secco;Poste de santé de Mboulouctene secco;722
LISTE_HOPITAUX_73;PCS_73;Poste de Santé de Mbour Toucouleurr;Poste de Santé de Mbour Toucouleurr;723
LISTE_HOPITAUX_329;PCS_329;Poste de santé de M‚dina baye;Poste de santé de M‚dina baye;724
LISTE_HOPITAUX_377;PCS_377;Poste de Santé de Medina Gounass;Poste de Santé de Medina Gounass;725
LISTE_HOPITAUX_374;PCS_374;Poste de Santé de Médina gounass;Poste de Santé de Médina gounass;726
LISTE_HOPITAUX_772;PCS_772;Poste de Santé de Médina souani;Poste de Santé de Médina souani;727
LISTE_HOPITAUX_356;PCS_356;Poste de santé de Médina Tabakh;Poste de santé de Médina Tabakh;728
LISTE_HOPITAUX_56;PCS_56;poste de santé de Médinatoul;poste de santé de Médinatoul;729
LISTE_HOPITAUX_458;PCS_458;Poste de santé de Medine;Poste de santé de Medine;730
LISTE_HOPITAUX_76;PCS_76;Poste de Santé de Médine;Poste de Santé de Médine;731
LISTE_HOPITAUX_832;PCS_832;Poste de Santé de Mekhe village;Poste de Santé de Mekhe village;732
LISTE_HOPITAUX_830;PCS_830;Poste de Santé de Meouane;Poste de Santé de Meouane;733
LISTE_HOPITAUX_574;PCS_574;Poste de Santé de Missirah;Poste de Santé de Missirah;734
LISTE_HOPITAUX_630;PCS_630;Poste de Santé de Mlomp;Poste de Santé de Mlomp;735
LISTE_HOPITAUX_663;PCS_663;Poste de Santé de Nabadji civol;Poste de Santé de Nabadji civol;736
LISTE_HOPITAUX_326;PCS_326;Poste de Santé de Nawel;Poste de Santé de Nawel;737
LISTE_HOPITAUX_829;PCS_829;Poste de Santé de N'ayez djite;Poste de Santé de N'ayez djite;738
LISTE_HOPITAUX_13;PCS_13;Poste de Santé de Ndakar;Poste de Santé de Ndakar;739
LISTE_HOPITAUX_55;PCS_55;poste de santé de Ndayane;poste de santé de Ndayane;740
LISTE_HOPITAUX_432;PCS_432;Poste de santé de Ndayane;Poste de santé de Ndayane;741
LISTE_HOPITAUX_17;PCS_17;poste de santé de NDEREPPE;poste de santé de NDEREPPE;742
LISTE_HOPITAUX_566;PCS_566;Poste de santé de Ndiaganiao;Poste de santé de Ndiaganiao;743
LISTE_HOPITAUX_758;PCS_758;Poste de Santé de Ndiama;Poste de Santé de Ndiama;744
LISTE_HOPITAUX_465;PCS_465;Poste de santé de Ndianda;Poste de santé de Ndianda;745
LISTE_HOPITAUX_776;PCS_776;Poste de santé de Ndiareme Limamoulaye;Poste de santé de Ndiareme Limamoulaye;746
LISTE_HOPITAUX_568;PCS_568;Poste de santé de Ndiareo;Poste de santé de Ndiareo;747
LISTE_HOPITAUX_859;PCS_859;Poste de Santé de Ndiassane;Poste de Santé de Ndiassane;748
LISTE_HOPITAUX_394;PCS_394;Poste de sante de Ndiayenne Peul;Poste de sante de Ndiayenne Peul;749
LISTE_HOPITAUX_822;PCS_822;Poste de Santé de Ndiene lagane;Poste de Santé de Ndiene lagane;750
LISTE_HOPITAUX_898;PCS_898;Poste de Santé de Ndieye;Poste de Santé de Ndieye;751
LISTE_HOPITAUX_101;PCS_101;Poste de Santé de Ndimb;Poste de Santé de Ndimb;752
LISTE_HOPITAUX_40;PCS_40;Poste de Santé de  Ndioloffene;Poste de Santé de  Ndioloffene;753
LISTE_HOPITAUX_705;PCS_705;Poste de santé de Ndiongolor;Poste de santé de Ndiongolor;754
LISTE_HOPITAUX_215;PCS_215;Poste de santé de N’dioudiouf;Poste de santé de N’dioudiouf;755
LISTE_HOPITAUX_835;PCS_835;Poste de Santé de Ndombine;Poste de Santé de Ndombine;756
LISTE_HOPITAUX_673;PCS_673;Poste de Santé de NDONDOL;Poste de Santé de NDONDOL;757
LISTE_HOPITAUX_336;PCS_336;Poste de santé de Ndorong;Poste de santé de Ndorong;758
LISTE_HOPITAUX_330;PCS_330;Poste de santé de Ndorong;Poste de santé de Ndorong;759
LISTE_HOPITAUX_653;PCS_653;Poste de Santé de Ndouloumadji Dembe;Poste de Santé de Ndouloumadji Dembe;760
LISTE_HOPITAUX_652;PCS_652;Poste de Santé de Ndouloumadji founebe;Poste de Santé de Ndouloumadji founebe;761
LISTE_HOPITAUX_679;PCS_679;Poste de Santé de NETTEBOULO;Poste de Santé de NETTEBOULO;762
LISTE_HOPITAUX_833;PCS_833;Poste de Santé de Ngaham1;Poste de Santé de Ngaham1;763
LISTE_HOPITAUX_656;PCS_656;Poste de sante de Ngallele;Poste de sante de Ngallele;764
LISTE_HOPITAUX_827;PCS_827;Poste de Santé de Ngaye diagne;Poste de Santé de Ngaye diagne;765
LISTE_HOPITAUX_314;PCS_314;Poste de santé de Ngodiba;Poste de santé de Ngodiba;766
LISTE_HOPITAUX_791;PCS_791;Poste de Santé de Ngohe;Poste de Santé de Ngohe;767
LISTE_HOPITAUX_690;PCS_690;Poste de Santé de Ngoye;Poste de Santé de Ngoye;768
LISTE_HOPITAUX_451;PCS_451;Poste de santé de NGUEKOKH 1;Poste de santé de NGUEKOKH 1;769
LISTE_HOPITAUX_452;PCS_452;Poste de santé de NGUEKOKH  2;Poste de santé de NGUEKOKH  2;770
LISTE_HOPITAUX_464;PCS_464;Poste de santé de Ngueniene;Poste de santé de Ngueniene;771
LISTE_HOPITAUX_436;PCS_436;Poste de santé de Nguerigno;Poste de santé de Nguerigno;772
LISTE_HOPITAUX_928;PCS_928;Poste de Santé de Nguourane;Poste de Santé de Nguourane;773
LISTE_HOPITAUX_367;PCS_367;Poste de sante de Ninefecha;Poste de sante de Ninefecha;774
LISTE_HOPITAUX_384;PCS_384;Poste de sante de Nyassia;Poste de sante de Nyassia;775
LISTE_HOPITAUX_825;PCS_825;Poste de Santé de Ouadiour;Poste de Santé de Ouadiour;776
LISTE_HOPITAUX_333;PCS_333;Poste de Santé de Paléne;Poste de Santé de Paléne;777
LISTE_HOPITAUX_342;PCS_342;Poste de santé de Parcelles;Poste de santé de Parcelles;778
LISTE_HOPITAUX_340;PCS_340;Poste de santé de Parcelles Assainies;Poste de santé de Parcelles Assainies;779
LISTE_HOPITAUX_823;PCS_823;Poste de Santé de Patar;Poste de Santé de Patar;780
LISTE_HOPITAUX_796;PCS_796;Poste de Santé de Pattar;Poste de Santé de Pattar;781
LISTE_HOPITAUX_899;PCS_899;Poste de Santé de Pekh;Poste de Santé de Pekh;782
LISTE_HOPITAUX_38;PCS_38;Poste de Santé  de Pikine;Poste de Santé  de Pikine;783
LISTE_HOPITAUX_866;PCS_866;Poste de Santé de Pire gourey;Poste de Santé de Pire gourey;784
LISTE_HOPITAUX_606;PCS_606;Poste de Sante de Plateau;Poste de Sante de Plateau;785
LISTE_HOPITAUX_360;PCS_360;Poste de Santé de PMI de la Médina;Poste de Santé de PMI de la Médina;786
LISTE_HOPITAUX_220;PCS_220;Poste de Santé de Pointe  Saréne;Poste de Santé de Pointe  Saréne;787
LISTE_HOPITAUX_232;PCS_232;Poste de santé de Pokhal;Poste de santé de Pokhal;788
LISTE_HOPITAUX_431;PCS_431;Poste de santé de Popenguine sérére;Poste de santé de Popenguine sérére;789
LISTE_HOPITAUX_163;PCS_163;Poste de Santé de Randoulene;Poste de Santé de Randoulene;790
LISTE_HOPITAUX_274;PCS_274;Poste de sante de Rao;Poste de sante de Rao;791
LISTE_HOPITAUX_15;PCS_15;Poste de Santé de Réfane;Poste de Santé de Réfane;792
LISTE_HOPITAUX_16;PCS_16;Poste de santé de  REWOU MAWO;Poste de santé de  REWOU MAWO;793
LISTE_HOPITAUX_221;PCS_221;Poste de Santé de Roff;Poste de Santé de Roff;794
LISTE_HOPITAUX_28;PCS_28;Poste de Santé de Ross Bethio;Poste de Santé de Ross Bethio;795
LISTE_HOPITAUX_31;PCS_31;Poste de Santé de Sabodala;Poste de Santé de Sabodala;796
LISTE_HOPITAUX_526;PCS_526;Poste de santé de Sadel;Poste de santé de Sadel;797
LISTE_HOPITAUX_393;PCS_393;Poste de sante de Saldé;Poste de sante de Saldé;798
LISTE_HOPITAUX_483;PCS_483;Poste de santé de Saly carrefour;Poste de santé de Saly carrefour;799
LISTE_HOPITAUX_185;PCS_185;Poste de santé de Saly tapé;Poste de santé de Saly tapé;800
LISTE_HOPITAUX_893;PCS_893;Poste de Santé de Sam yabal;Poste de Santé de Sam yabal;801
LISTE_HOPITAUX_575;PCS_575;Poste de santé de SANDIARA;Poste de santé de SANDIARA;802
LISTE_HOPITAUX_350;PCS_350;Poste de santé de Sandiniery;Poste de santé de Sandiniery;803
LISTE_HOPITAUX_608;PCS_608;Poste de Santé de Sankagne;Poste de Santé de Sankagne;804
LISTE_HOPITAUX_34;PCS_34;Poste de Santé de santé de Tenkoto;Poste de Santé de santé de Tenkoto;805
LISTE_HOPITAUX_71;PCS_71;Poste de Santé de Santessou;Poste de Santé de Santessou;806
LISTE_HOPITAUX_752;PCS_752;Poste de Santé de Santeu  yalla;Poste de Santé de Santeu  yalla;807
LISTE_HOPITAUX_355;PCS_355;Poste de santé de Santhie Gal Ngon;Poste de santé de Santhie Gal Ngon;808
LISTE_HOPITAUX_288;PCS_288;Poste de Santé de Santiaba sud;Poste de Santé de Santiaba sud;809
LISTE_HOPITAUX_213;PCS_213;Poste de santé de Saokhom2;Poste de santé de Saokhom2;810
LISTE_HOPITAUX_738;PCS_738;Poste de Santé de Sare bidji;Poste de Santé de Sare bidji;811
LISTE_HOPITAUX_739;PCS_739;Poste de Santé de Sare bilali;Poste de Santé de Sare bilali;812
LISTE_HOPITAUX_261;PCS_261;Poste de Santé de Sare moussa;Poste de Santé de Sare moussa;813
LISTE_HOPITAUX_740;PCS_740;Poste de Santé de Sare moussa sow;Poste de Santé de Sare moussa sow;814
LISTE_HOPITAUX_69;PCS_69;Poste de Santé de Sauthie;Poste de Santé de Sauthie;815
LISTE_HOPITAUX_457;PCS_457;Poste de santé de Scale;Poste de santé de Scale;816
LISTE_HOPITAUX_664;PCS_664;Poste de Santé de Sédo;Poste de Santé de Sédo;817
LISTE_HOPITAUX_707;PCS_707;Poste de santé de Senghor;Poste de santé de Senghor;818
LISTE_HOPITAUX_208;PCS_208;Poste de santé de Sessene;Poste de santé de Sessene;819
LISTE_HOPITAUX_260;PCS_260;Poste de Santé de Sikilo ilele;Poste de Santé de Sikilo ilele;820
LISTE_HOPITAUX_159;PCS_159;Poste de Santé de Silma;Poste de Santé de Silma;821
LISTE_HOPITAUX_434;PCS_434;Poste de santé de Sindia;Poste de santé de Sindia;822
LISTE_HOPITAUX_770;PCS_770;Poste de Santé de Sinkere;Poste de Santé de Sinkere;823
LISTE_HOPITAUX_593;PCS_593;Poste de sante de Sinthiou Malem;Poste de sante de Sinthiou Malem;824
LISTE_HOPITAUX_222;PCS_222;Poste de Santé de Sinthiou  Mbadane;Poste de Santé de Sinthiou  Mbadane;825
LISTE_HOPITAUX_763;PCS_763;Poste de Santé de Sobeme;Poste de Santé de Sobeme;826
