code;collectionpointcode;label;value;value_order
LISTE_HOPITAUX_882;PCS_882;Poste de Santé de Sokhna Mai Koubra;Poste de Santé de Sokhna Mai Koubra;827
LISTE_HOPITAUX_216;PCS_216;Poste de Santé de Sombel Diop;Poste de Santé de Sombel Diop;828
LISTE_HOPITAUX_446;PCS_446;Poste de santé de Somone;Poste de santé de Somone;829
LISTE_HOPITAUX_313;PCS_313;Poste de santé de Sorokogne;Poste de santé de Sorokogne;830
LISTE_HOPITAUX_324;PCS_324;Poste de Santé de Soubalo;Poste de Santé de Soubalo;831
LISTE_HOPITAUX_219;PCS_219;Poste de Santé de Soussane Bambara;Poste de Santé de Soussane Bambara;832
LISTE_HOPITAUX_502;PCS_502;Poste de santé de Soutou;Poste de santé de Soutou;833
LISTE_HOPITAUX_706;PCS_706;Poste de santé de Sowane;Poste de santé de Sowane;834
LISTE_HOPITAUX_162;PCS_162;Poste de Santé de Tagui kaw;Poste de Santé de Tagui kaw;835
LISTE_HOPITAUX_666;PCS_666;Poste de Santé de Taiba;Poste de Santé de Taiba;836
LISTE_HOPITAUX_815;PCS_815;Poste de Santé de Taiba Thiekene;Poste de Santé de Taiba Thiekene;837
LISTE_HOPITAUX_810;PCS_810;Poste de Santé de Taif;Poste de Santé de Taif;838
LISTE_HOPITAUX_597;PCS_597;Poste de Santé de Tambacounda;Poste de Santé de Tambacounda;839
LISTE_HOPITAUX_505;PCS_505;Poste de santé de Tandiman;Poste de santé de Tandiman;840
LISTE_HOPITAUX_503;PCS_503;Poste de santé de Tendieme;Poste de santé de Tendieme;841
LISTE_HOPITAUX_437;PCS_437;Poste de santé de Tene Toubab;Poste de santé de Tene Toubab;842
LISTE_HOPITAUX_497;PCS_497;Poste de santé de Thengori arrondissement;Poste de santé de Thengori arrondissement;843
LISTE_HOPITAUX_498;PCS_498;Poste de santé de Thengori Transgambienne;Poste de santé de Thengori Transgambienne;844
LISTE_HOPITAUX_749;PCS_749;Poste de santé de Thiabédji;Poste de santé de Thiabédji;845
LISTE_HOPITAUX_826;PCS_826;Poste de Santé de Thianaba;Poste de Santé de Thianaba;846
LISTE_HOPITAUX_136;PCS_136;Poste de santé de Thiaroye Gare;Poste de santé de Thiaroye Gare;847
LISTE_HOPITAUX_426;PCS_426;Poste de santé de Thicky;Poste de santé de Thicky;848
LISTE_HOPITAUX_896;PCS_896;Poste de Santé de Thiedé Nganado;Poste de Santé de Thiedé Nganado;849
LISTE_HOPITAUX_797;PCS_797;Poste de Santé de Thiobe;Poste de Santé de Thiobe;850
LISTE_HOPITAUX_750;PCS_750;Poste de santé de Thiokétian;Poste de santé de Thiokétian;851
LISTE_HOPITAUX_665;PCS_665;Poste de Santé de Tiaréne;Poste de Santé de Tiaréne;852
LISTE_HOPITAUX_655;PCS_655;Poste de Santé de Tiguéré;Poste de Santé de Tiguéré;853
LISTE_HOPITAUX_538;PCS_538;Poste de santé de Tocomack;Poste de santé de Tocomack;854
LISTE_HOPITAUX_424;PCS_424;Poste de santé de Toglou;Poste de santé de Toglou;855
LISTE_HOPITAUX_610;PCS_610;Poste de Sante de TOMORONKOTO;Poste de Sante de TOMORONKOTO;856
LISTE_HOPITAUX_407;PCS_407;Poste de sante de Touba diacsao;Poste de sante de Touba diacsao;857
LISTE_HOPITAUX_831;PCS_831;Poste de Santé de Touba fall;Poste de Santé de Touba fall;858
LISTE_HOPITAUX_806;PCS_806;Poste de Santé de Touba Fall;Poste de Santé de Touba Fall;859
LISTE_HOPITAUX_843;PCS_843;Poste de Santé de Touba kane;Poste de Santé de Touba kane;860
LISTE_HOPITAUX_697;PCS_697;Poste de santé de tourecounda;Poste de santé de tourecounda;861
LISTE_HOPITAUX_70;PCS_70;Poste de Santé de Trypano;Poste de Santé de Trypano;862
LISTE_HOPITAUX_268;PCS_268;Poste de Santé de Urbain 1;Poste de Santé de Urbain 1;863
LISTE_HOPITAUX_269;PCS_269;Poste de Santé de urbain 2;Poste de Santé de urbain 2;864
LISTE_HOPITAUX_74;PCS_74;Poste de Santé de Varedo;Poste de Santé de Varedo;865
LISTE_HOPITAUX_168;PCS_168;Poste de santé de WAKHINANE NIMZATT;Poste de santé de WAKHINANE NIMZATT;866
LISTE_HOPITAUX_303;PCS_303;Poste de santé de Walo;Poste de santé de Walo;867
LISTE_HOPITAUX_217;PCS_217;Poste de Santé de Warang;Poste de Santé de Warang;868
LISTE_HOPITAUX_392;PCS_392;Poste de sante de Wassatake;Poste de sante de Wassatake;869
LISTE_HOPITAUX_654;PCS_654;Poste de Santé de Woudourou;Poste de Santé de Woudourou;870
LISTE_HOPITAUX_397;PCS_397;Poste de sante de Yawoldé  Yirlabé;Poste de sante de Yawoldé  Yirlabé;871
LISTE_HOPITAUX_674;PCS_674;Poste de Santé de YAYE;Poste de Santé de YAYE;872
LISTE_HOPITAUX_778;PCS_778;Poste de Santé de Yaye Aram Ndiaye;Poste de Santé de Yaye Aram Ndiaye;873
LISTE_HOPITAUX_624;PCS_624;POSTE DE SANTE DE YEUMBEUL DIAMALAYE;POSTE DE SANTE DE YEUMBEUL DIAMALAYE;874
LISTE_HOPITAUX_206;PCS_206;Poste de santé Diakhao;Poste de santé Diakhao;875
LISTE_HOPITAUX_551;PCS_551;Poste de santé Dibyatte;Poste de santé Dibyatte;876
LISTE_HOPITAUX_471;PCS_471;Poste de santé DVF ( Derrière de la Voie ferrée);Poste de santé DVF ( Derrière de la Voie ferrée);877
LISTE_HOPITAUX_24;PCS_24;Poste de santé El Hadj Gallo Dia;Poste de santé El Hadj Gallo Dia;878
LISTE_HOPITAUX_54;PCS_54;poste de santé Elizabeth Diouf;poste de santé Elizabeth Diouf;879
LISTE_HOPITAUX_152;PCS_152;Poste de santé Fann Hock;Poste de santé Fann Hock;880
LISTE_HOPITAUX_174;PCS_174;Poste de santé Fass mbao;Poste de santé Fass mbao;881
LISTE_HOPITAUX_564;PCS_564;Poste de santé Fass mbao;Poste de santé Fass mbao;882
LISTE_HOPITAUX_273;PCS_273;Poste de santé Gandon;Poste de santé Gandon;883
LISTE_HOPITAUX_151;PCS_151;Poste de santé George  Lao;Poste de santé George  Lao;884
LISTE_HOPITAUX_64;PCS_64;Poste de santé Héliport;Poste de santé Héliport;885
LISTE_HOPITAUX_131;PCS_131;Poste de santé HLM;Poste de santé HLM;886
LISTE_HOPITAUX_8;PCS_8;Poste de santé HLM Grand Yoff;Poste de santé HLM Grand Yoff;887
LISTE_HOPITAUX_7;PCS_7;Poste de santé HLM Patte d'oie;Poste de santé HLM Patte d'oie;888
LISTE_HOPITAUX_650;PCS_650;Poste de santé kandialang 1 de Ziguinchor;Poste de santé kandialang 1 de Ziguinchor;889
LISTE_HOPITAUX_735;PCS_735;Poste de santé kandialang I;Poste de santé kandialang I;890
LISTE_HOPITAUX_734;PCS_734;Poste de santé kandialang I;Poste de santé kandialang I;891
LISTE_HOPITAUX_651;PCS_651;Poste de Santé kandianlang 2 de Ziguinchor;Poste de Santé kandianlang 2 de Ziguinchor;892
LISTE_HOPITAUX_207;PCS_207;Poste de santé Kawsara;Poste de santé Kawsara;893
LISTE_HOPITAUX_545;PCS_545;Poste de santé Keur aline ndiaye;Poste de santé Keur aline ndiaye;894
LISTE_HOPITAUX_227;PCS_227;Poste de santé keur El Hadj;Poste de santé keur El Hadj;895
LISTE_HOPITAUX_201;PCS_201;Poste de santé Keur Issa;Poste de santé Keur Issa;896
LISTE_HOPITAUX_143;PCS_143;Poste de santé Keur Ndiaye Lo;Poste de santé Keur Ndiaye Lo;897
LISTE_HOPITAUX_57;PCS_57;poste de santé Keur Sérigne Mbaye Sarr;poste de santé Keur Sérigne Mbaye Sarr;898
LISTE_HOPITAUX_494;PCS_494;Poste de santé Keur yiw;Poste de santé Keur yiw;899
LISTE_HOPITAUX_5;PCS_5;Poste de santé Kharr Yalla;Poste de santé Kharr Yalla;900
LISTE_HOPITAUX_413;PCS_413;POSTE DE SANTE KHOUROUNAR;POSTE DE SANTE KHOUROUNAR;901
LISTE_HOPITAUX_489;PCS_489;Poste de santé Kounoune;Poste de santé Kounoune;902
LISTE_HOPITAUX_137;PCS_137;Poste de sante la Rochette;Poste de sante la Rochette;903
LISTE_HOPITAUX_468;PCS_468;Poste de santé Leona Nord;Poste de santé Leona Nord;904
LISTE_HOPITAUX_530;PCS_530;Poste de santé Mamadou Diallo;Poste de santé Mamadou Diallo;905
LISTE_HOPITAUX_202;PCS_202;Poste de santé Médina  Fall 1;Poste de santé Médina  Fall 1;906
LISTE_HOPITAUX_203;PCS_203;Poste de santé Médina Fall 2;Poste de santé Médina Fall 2;907
LISTE_HOPITAUX_233;PCS_233;Poste de santé metteur;Poste de santé metteur;908
LISTE_HOPITAUX_562;PCS_562;Poste de santé Nasroul lahi;Poste de santé Nasroul lahi;909
LISTE_HOPITAUX_176;PCS_176;Poste de santé nassroul lahi;Poste de santé nassroul lahi;910
LISTE_HOPITAUX_234;PCS_234;Poste de santé Ndiaye ndiaye;Poste de santé Ndiaye ndiaye;911
LISTE_HOPITAUX_205;PCS_205;Poste de santé Nguinth;Poste de santé Nguinth;912
LISTE_HOPITAUX_204;PCS_204;Poste de santé Poniène;Poste de santé Poniène;913
LISTE_HOPITAUX_199;PCS_199;Poste de santé privé catholique;Poste de santé privé catholique;914
LISTE_HOPITAUX_532;PCS_532;Poste de santé Santhia ba;Poste de santé Santhia ba;915
LISTE_HOPITAUX_547;PCS_547;Poste de santé Sarsarat;Poste de santé Sarsarat;916
LISTE_HOPITAUX_26;PCS_26;Poste de santé Sidathi Fall;Poste de santé Sidathi Fall;917
LISTE_HOPITAUX_536;PCS_536;Poste de santé Sidy  maguett  Guisse;Poste de santé Sidy  maguett  Guisse;918
LISTE_HOPITAUX_619;PCS_619;Poste de santé Sinthia afia;Poste de santé Sinthia afia;919
LISTE_HOPITAUX_1;PCS_1;Poste de Santé Sinthiou Bamambé;Poste de Santé Sinthiou Bamambé;920
LISTE_HOPITAUX_563;PCS_563;Poste de santé Taif;Poste de santé Taif;921
LISTE_HOPITAUX_175;PCS_175;Poste de santé Taif;Poste de santé Taif;922
LISTE_HOPITAUX_620;PCS_620;Poste de santé Thianka;Poste de santé Thianka;923
LISTE_HOPITAUX_565;PCS_565;Poste de santé Thiaroye;Poste de santé Thiaroye;924
LISTE_HOPITAUX_25;PCS_25;Poste de santé Thiaroye Miname;Poste de santé Thiaroye Miname;925
LISTE_HOPITAUX_550;PCS_550;Poste de santé Yari dakhar;Poste de santé Yari dakhar;926
LISTE_HOPITAUX_27;PCS_27;Poste de santé Yeumbeul Sud;Poste de santé Yeumbeul Sud;927
LISTE_HOPITAUX_604;PCS_604;Poste Sante de Gourel Diadié;Poste Sante de Gourel Diadié;928
LISTE_HOPITAUX_385;PCS_385;Poste sante de kaguitte;Poste sante de kaguitte;929
LISTE_HOPITAUX_732;PCS_732;Poste santé de kande II;Poste santé de kande II;930
LISTE_HOPITAUX_733;PCS_733;Poste santé de lyndiane;Poste santé de lyndiane;931
LISTE_HOPITAUX_58;PCS_58;poste santé de Sessene;poste santé de Sessene;932
LISTE_HOPITAUX_386;PCS_386;Poste sante de toubacouta;Poste sante de toubacouta;933
LISTE_HOPITAUX_648;PCS_648;Poste Santé djibock de Ziguinchor;Poste Santé djibock de Ziguinchor;934
LISTE_HOPITAUX_6;PCS_6;Samu Municipal;Samu Municipal;935
